Character	Pinyin	Tone	Meaning	Story
哀	āi	1	Grief	Grief mouth clothes sings "Eye!" sadly high!
袁	yuán	2	Yuan	Yuan clothes begin questions "Yuan? Who's that?" curiously!
遠	yuǎn	3	distant	Distant walk Yuan bends down drooping saying "Yuan"!
壞	huài	4	bad	Bad earth Yuan commands "Hwai!" sharply broken!
初	chū	1	elementary	Elementary clothes knife sings "Choo!" cheerfully starting!
巾	jīn	1	Towel	A towel hangs cheerfully singing "Jeen!" high!
布	bù	4	Cloth	Cloth hangs down commanding "Boo!" sharply spread!
帽	mào	4	Hat	A hat towel eye commands "Mao!" sharply on head!
幕	mù	4	Curtain	A curtain towel nobody yells "Moo!" sharply hanging!
棉	mián	2	Cotton	Cotton tree towel questions "Mian? Is it soft?" curiously!
幫	bāng	1	to help	To help towel city sings "Bang!" cheerfully assisting!
市	shì	4	Market	A market towel above commands "Shi!" sharply trading!
肺	fèi	4	Lungs	Lungs flesh market yell "Fay!" sharply breathing!
帶	dài	4	Sash	A sash towel world commands "Dai!" sharply wrapping!
滯	zhì	4	stagnant	Stagnant water sash yells "Zhi!" sharply stuck!
刺	cì	4	Thorn	A thorn tree bundle commands "Tsih!" sharply piercing!
制	zhì	4	System	A system cow knife commands "Zhi!" sharply regulating!
製	zhì	4	to manufacture	To manufacture clothes system yells "Zhi!" sharply making!
云	yún	2	to utter	To utter two clouds question "Yun? What say?" curiously!
雨	yǔ	3	the Rain	The rain drops bend down drooping saying "Yu"!
雲	yún	2	Cloud	A cloud rain uttering questions "Yun? Why float?" curiously!
雷	léi	2	Thunder	Thunder rain field questions "Lay? Why boom?" curiously!
電	diàn	4	Electricity	Electricity rain utter commands "Dian!" sharply shocking!
霜	shuāng	1	Frost	Frost rain tree sings "Shwang!" cheerfully freezing!
冰	bīng	1	Ice	Ice water sings "Bing!" cheerfully freezing!
冬	dōng	1	Winter	Winter ice sings "Dong!" cheerfully cold!
天	tiān	1	Heavens	Heaven big person sings "Tian!" happily high!
夭	yāo	1	to die young	To die young with bent big sings "Yao!" sadly high!
喬	qiáo	2	to pretend	To pretend tall heaven questions "Chiao? Is it high?" curiously!
橋	qiáo	2	Bridge	A bridge tree pretend questions "Chiao? Can it cross?" curiously!
嬌	jiāo	1	attractive	An attractive woman pretending sings "Jiao!" cheerfully charming!
立	lì	4	standing up	Standing up straight commands "Lee!" sharply erect!
泣	qì	4	to weep	To weep water standing yells "Chi!" sharply crying!
站	zhàn	4	Station	A station standing firm commands "Zhan!" sharply stopping!
章	zhāng	1	Chapter	A chapter standing ten days sings "Zhang!" cheerfully written!
競	jìng	4	to compete	To compete stand brothers command "Jing!" sharply racing!
帝	dì	4	Sovereign	A sovereign standing towel commands "Dee!" sharply ruling!
童	tóng	2	Juvenile	A juvenile standing heavy questions "Tong? Still young?" curiously!
鐘	zhōng	1	Bell	A bell gold juvenile sings "Zhong!" cheerfully ringing!
商	shāng	1	Salesman	A salesman stands high mouth sings "Shang!" cheerfully selling!
適	shì	4	suitable	Suitable walk salesman commands "Shi!" sharply fitting!
敵	dí	2	Enemy	An enemy salesman struck questions "Di? Fight?" curiously!
匕	bǐ	3	Ancient Spoon	An ancient spoon bends down drooping saying "Bee"!
北	běi	3	North	North spoons bend down drooping saying "Bay"!
背	bèi	4	Back	Back north flesh commands "Bay!" sharply behind!
比	bǐ	3	to compare	To compare two spoons bend down drooping saying "Bee"!
昆	kūn	1	Descendants	Descendants sun compare sing "Koon!" cheerfully many!
混	hùn	4	to mix	To mix water descendants yells "Hoon!" sharply blending!
皆	jiē	1	all	All compare white sings "Jieh!" cheerfully everyone!
此	cǐ	3	this	This stop spoon bends down drooping saying "Tsih"!
些	xiē	1	somewhat	Somewhat this two sings "Shieh!" cheerfully some!
它	tuō	1	it	It roof spoon sings "Twoh!" cheerfully neutral!
旨	zhǐ	3	Purpose	Purpose sun spoon bends down drooping saying "Zhi"!
脂	zhī	1	Grease	Grease flesh purpose sings "Zhi!" cheerfully fatty!
每	měi	3	every	Every mother top bends down drooping saying "May"!
梅	méi	2	Small Plum	Small plum tree every questions "May? Ripe?" curiously!
海	hǎi	3	Sea	Sea water every bends down drooping saying "Hai"!
乞	qǐ	3	to beg	To beg bent person bends down drooping saying "Chi"!
吃	chī	1	to eat	To eat mouth beg sings "Chi!" cheerfully consuming!
乾	gān	1	dry	Dry sunrise sings "Gan!" cheerfully arid!
複	fù	4	to duplicate	To duplicate clothes dry commands "Foo!" sharply repeating!
腹	fù	4	Abdomen	Abdomen flesh duplicate yells "Foo!" sharply belly!
欠	qiàn	4	to lack	To lack person commands "Chian!" sharply missing!
吹	chuī	1	to blow	To blow mouth lack sings "Chway!" cheerfully puffing!
歌	gē	1	Song	A song lack big mouth sings "Guh!" cheerfully loud!
軟	ruǎn	3	soft	Soft car lack bends down drooping saying "Ruan"!
次	cì	4	next	Next ice commands "Tsih!" sharply second!
資	zī	1	Assets	Assets next shellfish sing "Zi!" cheerfully wealthy!
姿	zī	1	Looks	Looks woman next sing "Zi!" cheerfully pretty!
諮	zī	1	to consult with	To consult words next sing "Zi!" cheerfully asking!
賠	péi	2	to compensate	To compensate shellfish stand questions "Pay? How much?" curiously!
培	péi	2	to cultivate	To cultivate soil stand questions "Pay? How grow?" curiously!
音	yīn	1	Sound	Sound standing sun sings "Yin!" cheerfully audible!
暗	àn	4	dark	Dark sun sound commands "An!" sharply hidden!
韻	yùn	4	Rhyme	A rhyme sound commands "Yun!" sharply poetic!
識	shì	4	Knowledge	Knowledge words sound yells "Shi!" sharply knowing!
幟	zhì	4	Streamer	A streamer towel sound commands "Zhi!" sharply waving!
竟	jìng	4	unexpectedly	Unexpectedly sound child yells "Jing!" sharply surprising!
鏡	jìng	4	Mirror	A mirror gold unexpectedly commands "Jing!" sharply reflecting!
境	jìng	4	Boundary	A boundary earth unexpectedly yells "Jing!" sharply bordering!
亡	wáng	2	deceased	Deceased person gone questions "Wang? Where died?" curiously!
盲	máng	2	blind	Blind eye deceased questions "Mang? Can't see?" curiously!
妄	wàng	4	absurd	Absurd woman deceased commands "Wang!" sharply crazy!
望	wàng	4	to expect	To expect absurd moon yells "Wang!" sharply hoping!
方	fāng	1	Direction	Direction square sings "Fang!" cheerfully pointing!
妨	fáng	2	to hinder	To hinder woman direction questions "Fang? Block?" curiously!
放	fàng	4	to release	To release direction strike commands "Fang!" sharply freeing!
激	jī	1	to excite	To excite white direction water sings "Ji!" cheerfully energized!
於	yú	2	[all-purpose preposition]	At place with direction questions "Yu? Where?" curiously!
旁	páng	2	Side	Side stand direction questions "Pang? Which side?" curiously!
兌	duì	4	to convert	To convert person mouth commands "Dway!" sharply exchanging!
脫	tuō	1	to undress	To undress flesh convert sings "Twoh!" cheerfully removing!
說	shuō	1	to speak	To speak words convert sings "Shwoh!" cheerfully talking!
曾	céng	2	formerly	Formerly day bend questions "Tseng? Long ago?" curiously!
增	zēng	1	to increase	To increase earth formerly sings "Zeng!" cheerfully growing!
贈	zèng	4	to make a present of	To make a present of shellfish increase commands "Zeng!" sharply gifting!
東	dōng	1	East	East tree bag sings "Dong!" cheerfully rising!
棟	dòng	4	Building	Building tree east commands "Dong!" sharply constructed!
凍	dòng	4	to freeze	To freeze ice east yells "Dong!" sharply frozen!
也	yě	3	also	Also curved bends down drooping saying "Yeh"!
她	tā	1	she	She woman also sings "Ta!" cheerfully feminine!
地	dì	4	Ground	Ground earth also commands "Dee!" sharply below!
池	chí	2	Pond	A pond water also questions "Chi? Deep?" curiously!
蟲	chóng	2	Insects	Insects crawling question "Chong? Where going?" curiously!
蛇	shé	2	Serpent	A serpent insect also questions "Shuh? Slithering?" curiously!
蛋	dàn	4	Egg	An egg insect finished commands "Dan!" sharply hatching!
風	fēng	1	the Wind	The wind insect sings "Fung!" cheerfully blowing!
諷	fěng	3	to mock	To mock words wind bend down drooping saying "Fung"!
己	jǐ	3	self	Self bent bends down drooping saying "Ji"!
改	gǎi	3	to alter	To alter self strike bends down drooping saying "Gai"!
記	jì	4	to remember	To remember words self yells "Ji!" sharply noting!
已	yǐ	3	already	Already self bent bends down drooping saying "Yi"!
包	bāo	1	to wrap	To wrap self kneeling sings "Bao!" cheerfully enclosing!
泡	pào	4	Bubbles	Bubbles water wrap command "Pao!" sharply foaming!
起	qǐ	3	to begin	To begin walk self bends down drooping saying "Chi"!
家	jiā	1	House	A house roof pig sings "Jia!" cheerfully dwelling!
場	chǎng	3	Site	A site earth house bends down drooping saying "Chang"!
湯	tāng	1	Soup	Soup water site sings "Tang!" cheerfully hot!
羊	yáng	2	Sheep	A sheep with horns questions "Yang? Baaa?" curiously!
美	měi	3	beautiful	Beautiful big sheep bends down drooping saying "May"!
洋	yáng	2	Ocean	Ocean water sheep questions "Yang? How vast?" curiously!
鮮	xiān	1	fresh	Fresh fish sheep sings "Shian!" cheerfully new!
達	dá	2	to reach	To reach sheep walk questions "Da? There yet?" curiously!
樣	yàng	4	Appearance	Appearance tree sheep commands "Yang!" sharply looking!
差	chà	4	to fall short of	To fall short sheep work yells "Cha!" sharply lacking!
集	jí	2	to gather	To gather tree birds questions "Ji? All here?" curiously!
進	jìn	4	to advance	To advance walk birds commands "Jin!" sharply forward!
準	zhǔn	3	Standard	Standard water birds bend down drooping saying "Zhun"!
誰	shui2	2	who?	Who speaks birds questions "Shway? Who is it?" curiously!
售	shòu	4	to vend	To vend bird mouth commands "Show!" sharply selling!
雖	suī	1	although	Although insect birds sings "Sway!" cheerfully conceding!
確	què	4	reliable	Reliable stone birds commands "Chueh!" sharply certain!
午	wǔ	3	Noon	Noon at midday bends down drooping saying "Woo"!
許	xǔ	3	to permit	To permit words noon bend down drooping saying "Shu"!
羽	yǔ	3	Feathers	Feathers bend down drooping saying "Yu"!
習	xí	2	to learn	To learn feathers white questions "Shi? How practice?" curiously!
翔	xiáng	2	to soar	To soar feathers sheep questions "Shyang? Flying?" curiously!
困	kùn	4	trapped	Trapped tree in box commands "Koon!" sharply stuck!
固	gù	4	solid	Solid trap ancient yells "Goo!" sharply firm!
國	guó	2	Country	A country enclosure solid questions "Gwoh? Which nation?" curiously!
圓	yuán	2	round	Round enclosure employee questions "Yuan? Is it circular?" curiously!
因	yīn	1	a Cause	A cause big enclosure sings "Yin!" cheerfully reason!
園	yuán	2	Park	A park enclosure soil questions "Yuan? Nice garden?" curiously!
回	huí	2	to return	To return enclosure questions "Hway? Back?" curiously!
迴	huí	2	to revolve	To revolve walk return questions "Hway? Spinning?" curiously!
圖	tú	2	Picture	A picture enclosure winter questions "Too? What image?" curiously!
店	diàn	4	a Store	A store building divination commands "Dian!" sharply shopping!
庫	kù	4	Warehouse	A warehouse building vehicle yells "Koo!" sharply storing!
褲	kù	4	Trousers	Trousers clothes warehouse command "Koo!" sharply pants!
廠	chǎng	3	Factory	A factory cliff wide bends down drooping saying "Chang"!
床	chuáng	2	Bed	A bed cliff tree questions "Chwang? Sleep here?" curiously!
麻	má	2	Hemp	Hemp plant under roof questions "Ma? Rough?" curiously!
心	xīn	1	Heart	A heart beats cheerfully singing "Shin!" high!
忘	wàng	4	to forget	To forget deceased heart commands "Wang!" sharply forgotten!
忍	rěn	3	to endure	To endure blade heart bends down drooping saying "Ren"!
認	rèn	4	to recognize	To recognize words endure yells "Ren!" sharply knowing!
志	zhì	4	Aspiration	Aspiration samurai heart commands "Zhi!" sharply determined!
誌	zhì	4	Annals	Annals words aspiration yell "Zhi!" sharply recording!
思	sī	1	to consider	To consider field heart sings "Si!" cheerfully thinking!
意	yì	4	Idea	An idea sound heart commands "Yi!" sharply conceiving!
想	xiǎng	3	to think	To think tree idea bends down drooping saying "Shyang"!
息	xí	2	Breath	Breath self heart questions "Shi? Breathing?" curiously!
恐	kǒng	3	to fear	To fear work inch heart bends down drooping saying "Kong"!
感	gǎn	3	to feel	To feel everybody heart bends down drooping saying "Gan"!
憾	hàn	4	a Regret	A regret heart feel commands "Han!" sharply regretting!
憂	yōu	1	worried	Worried head heart sings "Yo!" sadly high!
怕	pà	4	to dread	To dread heart white commands "Pa!" sharply scared!
忙	máng	2	busy	Busy heart deceased questions "Mang? Too much?" curiously!
慣	guàn	4	accustomed to	Accustomed to heart pierce yells "Gwan!" sharply used to!
懷	huái	2	to cherish	To cherish heart bad questions "Hwai? Care for?" curiously!
必	bì	4	certainly	Certainly heart pierced commands "Bee!" sharply must!
手	shǒu	3	Hand	A hand with fingers bends down drooping saying "Show"!
看	kàn	4	to look at	To look at hand eye commands "Kan!" sharply viewing!
拿	ná	2	to hold	To hold hand fit questions "Na? Holding?" curiously!
我	wǒ	3	I	I hand halberd bend down drooping saying "Woh"!
義	yì	4	Righteousness	Righteousness sheep I commands "Yi!" sharply just!
議	yì	4	to deliberate	To deliberate words righteous yells "Yi!" sharply discussing!
蟻	yǐ	3	Ant	An ant insect righteous bends down drooping saying "Yi"!
抱	bào	4	to embrace	To embrace hand wrap commands "Bao!" sharply hugging!
抗	kàng	4	to combat	To combat hand tall yells "Kang!" sharply resisting!
批	pī	1	to criticize	To criticize hand compare sings "Pi!" cheerfully judging!
招	zhāo	1	to beckon	To beckon hand summon sings "Zhao!" cheerfully calling!
打	dǎ	3	to strike	To strike hand nail bends down drooping saying "Da"!
指	zhǐ	3	Finger	Finger hand purpose bends down drooping saying "Zhi"!
持	chí	2	to support	To support hand temple questions "Chi? Holding?" curiously!
括	kuò	4	to include	To include hand tongue commands "Kwoh!" sharply enclosing!
提	tí	2	to bring up	To bring up hand right questions "Ti? Lift?" curiously!
揮	huī	1	to brandish	To brandish hand army sings "Hway!" cheerfully waving!
推	tuī	1	to push	To push hand bird sings "Tway!" cheerfully shoving!
接	jiē	1	to welcome	To welcome hand woman sings "Jieh!" cheerfully receiving!
掛	guà	4	to hang	Hang hand earth divination commands "Gwa!" sharply suspended!
按	àn	4	to press down on	To press down on hand case yells "An!" sharply pushing!
掉	diào	4	to drop	To drop hand luck commands "Diao!" sharply falling!
拉	lā	1	to pull	To pull hand stand sings "La!" cheerfully dragging!
啦	la	5	!!	"La!" mouth pull says "la" neutrally exclaiming!
找	zhǎo	3	to look for	To look for hand dagger bends down drooping saying "Zhao"!
研	yán	2	to grind away	To grind away stone open questions "Yan? Polishing?" curiously!
弄	nòng	4	to play with	To play with king jewel commands "Nong!" sharply tinkering!
鼻	bí	2	Nose	A nose self field questions "Bee? Smelling?" curiously!
刑	xíng	2	Punishment	Punishment knife open questions "Shing? Penalty?" curiously!
型	xíng	2	mold	Mold punishment earth questions "Shing? Shape?" curiously!
才	cái	2	Genius	Genius young sprout questions "Tsai? Talented?" curiously!
財	cái	2	Riches	Riches shellfish genius question "Tsai? How much?" curiously!
存	cún	2	to deposit	To deposit genius child questions "Tsun? Saving?" curiously!
在	zài	4	at	At genius earth commands "Zai!" sharply located!
乃	nǎi	3	only then	Only then bent bends down drooping saying "Nai"!
