Traditional	Study Order	Pinyin	Meaning	Story
茂	0340	mào	lush	See how the grass forms lush? It shouts "Mao!" sharply - a vivid image to remember!
成	0341	chéng	to turn into	"Cheng, what will it become?" The halberds questioned their transformation.
城	0342	chéng	City	A city earth turn into questions "Cheng? How big?" curiously!
誠	0343	chéng	sincere	"Cheng, is it really true?" The sincere words questioned honestly.
威	0344	wēi	Might	This character represents might, singing "Way!" cheerfully - a vivid image to remember!
滅	0345	miè	to destroy	Fire and halberds destroyed everything, extinguishing all hope.
咸	0346	xián	everybody	Like a mouth, this character means everybody and asks "Shian? All here?"!
減	0347	jiǎn	to reduce	See how the water forms to reduce? It whispers "Jian" softly!
單	0348	dān	a List	The strokes unite to show a list, singing "Dan!" cheerfully!
戰	0349	zhàn	War	Picture war taking form - it shouts "Zhan!" with vivid energy!
錢	0350	qián	Coin	The gold stands for coin, asking "Chian? How much?" curiously!
淺	0351	qiǎn	shallow	The water takes the shape of shallow, whispering "Chian" softly!
賤	0352	jiàn	cheap	The shellfish stands for cheap, shouting "Jian!" sharply - a vivid image to remember!
止	0353	zhǐ	to stop	The foot stands for to stop, whispering "Zhi" softly - a vivid image to remember!
步	0354	bù	Footstep	This character represents footstep, shouting "Boo!" sharply!
涉	0355	shè	to ford	"Shuh, watch your step!" She commanded, crossing through the water to ford it.
頻	0356	pín	repeatedly	Picture repeatedly taking form - it asks "Pin? Again?" with vivid energy!
肯	0357	kěn	to agree	This character represents to agree, whispering "Ken" softly!
企	0358	qǐ	to look forward to	The person takes the shape of to look forward to, whispering "Chi" softly!
歲	0359	suì	Years of Age	This character represents years of age, shouting "Sway!" sharply!
武	0360	wǔ	military	The strokes unite to show military, whispering "Woo" softly!
賦	0361	fù	Levy	The shellfish takes the shape of levy, shouting "Foo!" sharply!
正	0362	zhèng	correct	A striking symbol for correct that shouts "Zheng!" sharply - a vivid image to remember!
政	0363	zhèng	Politics	This character represents politics, shouting "Zheng!" sharply!
定	0364	dìng	to settle on	This character represents to settle on, shouting "Ding!" sharply!
走	0365	zǒu	to walk	The earth takes the shape of to walk, whispering "Zo" softly!
超	0366	chāo	to transcend	"Chao!" he sang cheerfully, transcending limits as he walked to summon others beyond.
越	0367	yuè	to surpass	"Yueh!" The halberd-carrier walked beyond, surpassing all expectations.
是	0368	shì	to be	The sun stands for to be, shouting "Shi!" sharply as sunlight streams across the sky!
題	0369	tí	Topic	This character represents topic, asking "Ti? What about?" curiously!
建	0370	jiàn	to build	"Jian, let's build it!" They constructed the brush walk together.
延	0371	yán	to prolong	"Yan, how long should we extend?" they questioned, walking to prolong the path.
誕	0372	dàn	Nativity	A striking symbol for nativity that shouts "Dan!" sharply - a vivid image to remember!
楚	0373	chǔ	clear	The tree takes the shape of clear, whispering "Choo" softly!
礎	0374	chǔ	Foundation	Like a stone, this character means foundation and whispers "Choo"!
衣	0375	yī	Clothing	This character represents clothing, singing "Yee!" cheerfully!
裡	0376	lǐ	inside	The strokes unite to show inside, whispering "Lee" softly - a vivid image to remember!
哀	0377	āi	Grief	When the mouth meets the eye, they form grief, singing "Eye!" cheerfully!
袁	0378	yuán	Yuan	A striking symbol for yuan that asks "Yuan? Who's that?" curiously!
遠	0379	yuǎn	distant	A striking symbol for distant that whispers "Yuan" softly - a vivid image to remember!
壞	0380	huài	bad	Like earth, this character means bad and shouts "Hwai!" - a vivid image to remember!
初	0381	chū	elementary	The knife stands for elementary, singing "Choo!" cheerfully!
巾	0382	jīn	Towel	A towel hangs cheerfully singing "Jeen!" high!
布	0383	bù	Cloth	Picture cloth taking form - it shouts "Boo!" with vivid energy!
帽	0384	mào	Hat	The eye stands for hat, shouting "Mao!" sharply - a vivid image to remember!
幕	0385	mù	Curtain	A curtain towel nobody yells "Moo!" sharply hanging!
棉	0386	mián	Cotton	The tree stands for cotton, asking "Mian? Is it soft?" curiously!
幫	0387	bāng	to help	"Bang!" The towel and city sang cheerfully, helping to assist.
市	0388	shì	Market	This character represents market, shouting "Shi!" sharply - a vivid image to remember!
肺	0389	fèi	Lungs	A striking symbol for lungs that shouts "Fay!" sharply - a vivid image to remember!
帶	0390	dài	Sash	Picture sash taking form - it shouts "Dai!" with vivid energy!
滯	0391	zhì	stagnant	The water takes the shape of stagnant, shouting "Zhi!" sharply!
刺	0392	cì	Thorn	The tree takes the shape of thorn, shouting "Tsih!" sharply!
制	0393	zhì	System	The knife takes the shape of system, shouting "Zhi!" sharply!
製	0394	zhì	to manufacture	Picture to manufacture taking form - it shouts "Zhi!" with vivid energy!
云	0395	yún	to utter	"Yun, what did you say?" Two clouds questioned the utterance.
雨	0396	yǔ	the Rain	See how the rain forms the rain? It whispers "Yu" softly - a vivid image to remember!
雲	0397	yún	Cloud	A cloud rain uttering questions "Yun? Why float?" curiously!
雷	0398	léi	Thunder	With a field combined with rain, you get thunder - "Lay? Why boom?" rings out curiously!
電	0399	diàn	Electricity	The rain takes the shape of electricity, shouting "Dian!" sharply!
霜	0400	shuāng	Frost	The tree and rain unite to create frost, singing "Shwang!" cheerfully!
冰	0401	bīng	Ice	Like water, this character means ice and sings "Bing!" like ripples spreading across a pond!
冬	0402	dōng	Winter	The strokes unite to show winter, singing "Dong!" cheerfully!
天	0403	tiān	Heavens	"Tian!" Heaven stretched high above, where the big person sang happily.
夭	0404	yāo	to die young	Picture to die young taking form - it sings "Yao!" with vivid energy!
喬	0405	qiáo	to pretend	"Chiao, is it really that high?" he questioned, pretending to reach tall heaven.
橋	0406	qiáo	Bridge	A bridge tree pretend questions "Chiao? Can it cross?" curiously!
嬌	0407	jiāo	attractive	The attractive woman sang "Jiao!" charmingly while pretending to be coy.
立	0408	lì	standing up	This character represents standing up, shouting "Lee!" sharply!
泣	0409	qì	to weep	See how the water forms to weep? It shouts "Chi!" sharply like ripples spreading across a pond!
站	0410	zhàn	Station	A striking symbol for station that shouts "Zhan!" sharply - a vivid image to remember!
章	0411	zhāng	Chapter	This character represents chapter, singing "Zhang!" cheerfully!
競	0412	jìng	to compete	"Jing!" The brothers commanded sharply, standing together to compete and race.
帝	0413	dì	Sovereign	This character represents sovereign, shouting "Dee!" sharply!
童	0414	tóng	Juvenile	A juvenile standing heavy questions "Tong? Still young?" curiously!
鐘	0415	zhōng	Bell	The gold takes the shape of bell, singing "Zhong!" cheerfully!
商	0416	shāng	Salesman	Like a mouth, this character means salesman and sings "Shang!"!
適	0417	shì	suitable	The strokes unite to show suitable, shouting "Shi!" sharply!
敵	0418	dí	Enemy	"Di, want to fight?" The enemy salesman questioned after being struck.
匕	0419	bǐ	Ancient Spoon	Picture ancient spoon taking form - it whispers "Bee" with vivid energy!
北	0420	běi	North	The strokes unite to show north, whispering "Bay" softly - a vivid image to remember!
背	0421	bèi	Back	Picture back taking form - it shouts "Bay!" with vivid energy!
比	0422	bǐ	to compare	Picture to compare taking form - it whispers "Bee" with vivid energy!
昆	0423	kūn	Descendants	Like a sun, this character means descendants and sings "Koon!"!
混	0424	hùn	to mix	The water stands for to mix, shouting "Hoon!" sharply like ripples spreading across a pond!
皆	0425	jiē	all	The white stands for all, singing "Jieh!" cheerfully - a vivid image to remember!
此	0426	cǐ	this	A striking symbol for this that whispers "Tsih" softly - a vivid image to remember!
些	0427	xiē	somewhat	Picture somewhat taking form - it sings "Shieh!" with vivid energy!
它	0428	tuō	it	The roof takes the shape of it, singing "Twoh!" cheerfully - a vivid image to remember!
旨	0429	zhǐ	Purpose	Like a sun, this character means purpose and whispers "Zhi"!
脂	0430	zhī	Grease	Picture grease taking form - it sings "Zhi!" with vivid energy!
每	0431	měi	every	This character represents every, whispering "May" softly - a vivid image to remember!
梅	0432	méi	Small Plum	"May they be ripe yet?" he questioned the small plum trees every day.
海	0433	hǎi	Sea	The water stands for sea, whispering "Hai" softly like ripples spreading across a pond!
乞	0434	qǐ	to beg	Like a person, this character means to beg and whispers "Chi"!
吃	0435	chī	to eat	"Chi, I'm hungry!" His mouth begged to eat and consume food.
乾	0436	gān	dry	Picture dry taking form - it sings "Gan!" with vivid energy!
複	0437	fù	to duplicate	"Foo!" he commanded, duplicating the dry clothes by repeating the pattern.
腹	0438	fù	Abdomen	This character represents abdomen, shouting "Foo!" sharply - a vivid image to remember!
欠	0439	qiàn	to lack	The person takes the shape of to lack, shouting "Chian!" sharply!
吹	0440	chuī	to blow	"Chway!" she sang, blowing puffs of air from her mouth for lack of a fan.
歌	0441	gē	Song	The mouth stands for song, singing "Guh!" cheerfully spoken through parted lips!
軟	0442	ruǎn	soft	A striking symbol for soft that whispers "Ruan" softly - a vivid image to remember!
次	0443	cì	next	The strokes unite to show next, shouting "Tsih!" sharply - a vivid image to remember!
資	0444	zī	Assets	Like a shellfish, this character means assets and sings "Zi!"!
姿	0445	zī	Looks	The strokes unite to show looks, singing "Zi!" cheerfully - a vivid image to remember!
諮	0446	zī	to consult with	"Zee, can I ask?" The words consulted with the next person.
賠	0447	péi	to compensate	"Pay me back!" he questioned, compensating with shellfish after standing trial.
培	0448	péi	to cultivate	"Pay attention to how it grows!" she questioned, cultivating soil as she stood.
音	0449	yīn	Sound	The sun takes the shape of sound, singing "Yin!" cheerfully!
暗	0450	àn	dark	The sun takes the shape of dark, shouting "An!" sharply as sunlight streams across the sky!
韻	0451	yùn	Rhyme	Picture rhyme taking form - it shouts "Yun!" with vivid energy!
識	0452	shì	Knowledge	This character represents knowledge, shouting "Shi!" sharply!
幟	0453	zhì	Streamer	This character represents streamer, shouting "Zhi!" sharply!
竟	0454	jìng	unexpectedly	The strokes unite to show unexpectedly, shouting "Jing!" sharply!
鏡	0455	jìng	Mirror	Like gold, this character means mirror and shouts "Jing!" - a vivid image to remember!
境	0456	jìng	Boundary	A boundary earth unexpectedly yells "Jing!" sharply bordering!
亡	0457	wáng	deceased	See how the person forms deceased? It asks "Wang? Where died?" curiously!
盲	0458	máng	blind	The eye takes the shape of blind, asking "Mang? Can't see?" curiously!
妄	0459	wàng	absurd	This character represents absurd, shouting "Wang!" sharply - a vivid image to remember!
望	0460	wàng	to expect	The moon takes the shape of to expect, shouting "Wang!" sharply!
方	0461	fāng	Direction	This character represents direction, singing "Fang!" cheerfully!
妨	0462	fáng	to hinder	"Fang, are you blocking?" The woman questioned which direction, hindering progress.
放	0463	fàng	to release	"Fang!" Strike to release! He freed the direction sharply.
激	0464	jī	to excite	The white and water unite to create to excite, singing "Ji!" cheerfully!
於	0465	yú	[all-purpose preposition]	"Yoo, where is it located?" they questioned the place and direction.
旁	0466	páng	Side	Picture side taking form - it asks "Pang? Which side?" with vivid energy!
兌	0467	duì	to convert	"Dway!" The person's mouth commanded sharply, converting and exchanging currency.
脫	0468	tuō	to undress	"Twoh!" she sang cheerfully, removing her flesh-colored clothes to undress.
說	0469	shuō	to speak	"Shwoh!" The words talked and spoke cheerfully, converting ideas.
曾	0470	céng	formerly	Picture formerly taking form - it asks "Tseng? Long ago?" with vivid energy!
增	0471	zēng	to increase	"Zeng!" The earth grew cheerfully, increasing from what it was formerly.
贈	0472	zèng	to make a present of	The shellfish stands for to make a present of, shouting "Zeng!" sharply!
東	0473	dōng	East	The tree stands for east, singing "Dong!" cheerfully - a vivid image to remember!
棟	0474	dòng	Building	The tree stands for building, shouting "Dong!" sharply - a vivid image to remember!
凍	0475	dòng	to freeze	Picture to freeze taking form - it shouts "Dong!" with vivid energy!
也	0476	yě	also	An striking symbol for also that whispers "Yeh" softly - a vivid image to remember!
她	0477	tā	she	The strokes unite to show she, singing "Ta!" cheerfully - a vivid image to remember!
地	0478	dì	Ground	The earth stands for ground, shouting "Dee!" sharply - a vivid image to remember!
池	0479	chí	Pond	Like water, this character means pond and asks "Chi? Deep?"!
蟲	0480	chóng	Insects	An striking symbol for insects that asks "Chong? Where going?" curiously!
蛇	0481	shé	Serpent	A serpent insect also questions "Shuh? Slithering?" curiously!
蛋	0482	dàn	Egg	"Dan!" the egg commanded as it finished hatching, an insect emerging.
風	0483	fēng	the Wind	This character represents the wind, singing "Fung!" cheerfully!
